profile pic,nums/length username,fullname words,nums/length fullname,name==username,description length,external URL,private,#posts,#followers,#follows,fake
1,0.26,1,0.08,0,145,0,0,382,6555,913,0
1,0.11,1,0.03,0,125,1,0,109,4478,590,0
1,0.14,2,0.01,0,68,1,1,188,6721,904,0
0,0.84,0,0.33,1,7,0,0,18,57,1490,1
0,0.87,0,0.03,1,17,0,0,11,87,216,1
1,0.22,2,0.1,0,138,0,1,308,9390,695,0
1,0.17,1,0.02,0,78,1,1,432,1710,457,0
1,0.29,3,0.08,1,99,0,1,177,6141,578,0
1,0.87,1,0.08,1,8,0,0,20,10,1531,1
0,0.68,0,0.38,0,8,0,1,4,24,609,1
0,0.57,1,0.27,0,12,0,0,5,39,1173,1
1,0.22,4,0.07,0,46,0,1,434,1088,288,0
1,0.1,3,0.05,1,90,1,1,304,5497,907,0
0,0.67,0,0.01,1,11,0,1,20,27,252,1
0,0.81,0,0.12,1,8,0,0,6,61,1804,1
1,0.54,1,0.48,1,10,0,1,19,41,262,1
0,0.62,0,0.45,1,12,0,0,8,75,650,1
1,0.15,4,0.0,0,25,1,1,458,9978,780,0
1,0.21,4,0.05,1,121,1,1,681,1053,789,0
0,0.58,1,0.02,1,15,0,1,9,24,1834,1
1,0.15,4,0.07,0,147,0,0,206,9771,276,0
0,0.86,0,0.07,1,14,0,0,3,73,575,1
1,0.68,0,0.12,1,11,0,0,18,27,1334,1
1,0.15,4,0.08,0,134,1,1,962,948,821,0
1,0.02,2,0.0,1,121,0,0,353,1815,943,0
1,0.63,1,0.3,1,4,0,0,17,34,1759,1
1,0.14,4,0.07,0,34,0,0,191,741,641,0
1,0.62,1,0.32,0,7,0,1,3,25,1400,1
1,0.06,2,0.08,0,110,0,1,262,7866,669,0
1,0.28,2,0.09,0,28,0,0,239,3543,412,0
1,0.87,0,0.48,1,14,0,1,7,33,1544,1
1,0.09,2,0.1,0,23,0,0,596,7131,482,0
1,0.02,3,0.01,0,95,0,1,458,7213,409,0
1,0.1,4,0.04,0,88,0,1,621,2766,967,0
0,0.58,0,0.37,1,4,0,0,4,28,480,1
1,0.07,4,0.09,0,63,1,1,67,3813,979,0
1,0.96,0,0.1,0,1,0,0,0,70,1193,1
0,0.97,0,0.36,1,11,0,0,10,44,939,1
1,0.15,2,0.03,0,141,1,1,865,9253,568,0
0,0.96,1,0.18,1,19,0,1,17,23,636,1
1,0.29,2,0.01,0,34,1,1,833,1765,177,0
1,0.27,2,0.0,0,122,0,1,901,405,779,0
1,0.17,4,0.02,0,53,1,1,206,9901,334,0
1,0.06,4,0.04,0,116,0,1,163,3010,451,0
0,0.5,0,0.45,1,0,0,0,19,59,733,1
0,0.56,0,0.13,1,15,0,0,4,76,937,1
1,0.02,3,0.05,0,66,0,1,526,2098,964,0
1,0.67,1,0.24,1,3,0,0,6,51,1235,1
1,0.93,1,0.45,0,15,0,1,2,88,1457,1
0,0.5,1,0.44,1,18,0,0,3,91,1062,1
1,0.99,0,0.03,1,0,0,1,7,56,147,1
1,0.02,2,0.08,0,102,0,1,680,7262,348,0
0,0.7,1,0.22,1,18,0,1,13,15,788,1
0,0.69,0,0.08,1,3,0,1,4,21,124,1
1,0.1,4,0.06,0,138,0,0,279,3104,250,0
0,0.77,0,0.01,1,15,0,0,5,50,1548,1
0,0.71,0,0.41,0,14,0,1,16,57,828,1
1,0.27,4,0.01,0,90,1,1,193,4687,262,0
1,0.12,4,0.02,1,65,1,0,806,5284,251,0
1,0.22,3,0.06,0,49,0,1,989,6270,301,0
1,0.14,1,0.09,0,100,1,1,431,5356,732,0
1,0.3,2,0.07,0,28,1,1,451,9704,337,0
1,0.03,3,0.09,1,87,1,1,477,6107,968,0
1,0.01,1,0.06,0,34,1,1,601,4550,911,0
1,0.93,1,0.44,0,1,1,1,11,53,1401,1
1,0.99,1,0.2,0,0,0,1,5,16,124,1
1,0.05,3,0.01,0,36,0,0,155,8273,219,0
1,0.86,1,0.1,1,14,1,1,15,11,798,1
1,0.61,1,0.09,1,12,0,1,2,38,1893,1
1,0.9,0,0.29,1,19,0,0,1,58,535,1
1,0.16,1,0.08,0,126,0,1,616,2668,584,0
0,0.81,0,0.35,1,3,0,1,3,73,667,1
1,0.86,0,0.49,1,9,0,0,6,92,232,1
1,0.29,3,0.09,0,142,0,1,188,3003,463,0
1,0.14,4,0.04,0,129,1,1,921,2534,935,0
1,0.24,4,0.05,0,70,1,0,59,5992,292,0
1,0.22,4,0.09,1,23,1,0,648,4143,565,0
1,0.61,0,0.39,1,19,0,0,4,68,1652,1
0,0.6,1,0.3,0,13,0,0,10,29,1278,1
1,0.14,4,0.07,0,80,1,1,181,5458,118,0
1,0.25,1,0.04,0,96,0,1,120,1247,326,0
1,0.27,3,0.02,0,28,0,0,390,6003,611,0
1,0.26,4,0.01,0,104,1,0,329,1456,163,0
0,0.51,0,0.33,1,3,0,0,6,50,1739,1
1,0.7,0,0.3,0,5,0,1,19,30,1450,1
1,0.01,3,0.0,0,53,0,1,823,7244,264,0
0,0.57,1,0.02,0,12,0,0,11,21,1704,1
1,0.81,0,0.5,1,19,0,0,15,86,258,1
1,0.29,1,0.02,0,100,0,1,56,4970,712,0
1,0.23,2,0.02,0,130,1,1,823,4388,801,0
0,0.91,0,0.31,1,14,0,1,2,72,1843,1
0,0.61,1,0.32,1,18,0,0,4,86,1490,1
1,0.2,2,0.04,0,93,1,0,538,9427,445,0
0,0.66,0,0.05,1,8,0,0,9,98,1290,1
0,0.91,1,0.43,1,2,0,0,17,98,939,1
1,0.29,4,0.06,0,31,1,1,801,6390,160,0
0,0.61,1,0.42,1,1,1,1,13,25,520,1
1,0.09,3,0.03,0,143,1,1,352,8903,635,0
1,0.07,2,0.06,0,21,0,0,282,3389,862,0
1,0.18,3,0.07,0,59,1,1,989,8242,891,0
0,0.78,1,0.31,1,17,0,0,5,58,1507,1
0,0.92,1,0.08,1,5,0,0,4,94,1241,1
1,0.2,2,0.07,0,136,1,1,847,1268,202,0
1,0.15,4,0.05,0,52,1,0,932,2802,238,0
1,0.68,1,0.44,1,18,0,0,4,20,1135,1
0,0.57,0,0.28,1,13,0,1,19,15,1450,1
0,0.84,1,0.06,0,19,0,0,19,86,615,1
0,0.61,0,0.37,1,11,0,0,8,58,919,1
1,0.84,1,0.11,0,14,0,0,12,50,540,1
0,0.72,1,0.1,1,14,0,1,2,52,1431,1
0,0.68,0,0.22,1,3,0,0,1,64,1282,1
0,0.74,1,0.32,0,5,0,1,2,87,1820,1
0,0.77,0,0.3,0,1,1,0,15,37,1659,1
1,0.29,4,0.03,0,107,0,0,273,3499,162,0
0,0.55,0,0.21,1,2,0,0,13,53,1958,1
1,0.09,4,0.04,0,97,1,0,445,3513,458,0
0,0.52,1,0.46,1,6,1,0,7,52,1859,1
1,0.87,0,0.04,1,8,0,1,17,18,1283,1
1,0.25,1,0.1,0,143,0,1,511,2756,539,0
0,0.52,0,0.02,1,3,0,0,10,41,1869,1
1,0.1,3,0.02,0,138,1,1,784,2137,851,0
0,0.93,0,0.43,1,5,0,0,6,83,1798,1
1,0.53,0,0.37,1,3,0,1,2,11,585,1
1,0.65,0,0.15,1,20,0,0,18,25,685,1
0,0.97,0,0.35,0,10,1,1,3,15,1441,1
0,0.8,0,0.34,1,4,0,0,7,31,994,1
1,0.09,4,0.0,0,55,1,1,382,1772,916,0
1,0.24,3,0.04,0,148,1,0,101,7504,146,0
1,0.01,4,0.06,0,26,1,0,952,7445,819,0
1,0.25,3,0.03,0,145,0,1,238,4172,904,0
0,0.63,0,0.44,0,0,1,1,10,90,1172,1
0,0.92,0,0.13,1,0,1,0,14,50,1215,1
1,0.11,4,0.03,0,146,0,0,861,7267,103,0
1,0.25,1,0.08,0,58,0,1,392,4191,693,0
1,0.2,2,0.02,0,108,1,1,531,1991,479,0
1,0.69,1,0.09,1,17,0,1,8,75,633,1
1,0.29,3,0.06,0,129,0,1,823,5517,986,0
0,1.0,0,0.13,0,0,0,0,3,88,1505,1
0,0.8,1,0.09,1,18,0,0,17,29,575,1
1,0.14,3,0.04,0,70,1,0,936,6553,677,0
0,0.52,1,0.2,0,3,0,0,5,45,1488,1
1,0.54,0,0.25,0,10,0,0,12,11,1046,1
1,0.18,1,0.01,0,72,0,0,256,1299,770,0
1,0.12,3,0.1,0,128,0,1,908,2656,671,0
0,0.63,0,0.11,1,18,0,0,10,95,1904,1
0,0.97,0,0.17,1,9,0,1,12,16,774,1
1,0.83,1,0.03,0,0,0,1,4,81,1293,1
1,0.71,0,0.23,1,5,0,0,11,96,1165,1
1,0.02,2,0.09,0,148,0,1,634,1920,613,0
1,0.07,4,0.09,0,122,0,1,810,3292,939,0
0,0.93,1,0.01,0,16,0,0,8,46,1438,1
1,0.04,1,0.1,0,88,0,0,990,2606,740,0
1,0.09,1,0.06,0,91,1,1,122,3327,558,0
0,0.54,0,0.4,1,15,0,1,19,80,1333,1
0,0.58,0,0.34,0,14,0,0,17,40,1400,1
1,0.26,2,0.04,0,120,0,1,745,5416,608,0
1,0.63,0,0.49,1,9,0,0,15,97,1298,1
1,0.28,2,0.08,1,148,0,1,328,415,532,0
1,0.0,2,0.09,0,87,1,0,265,5646,705,0
1,0.22,2,0.07,0,137,0,0,733,9715,638,0
1,0.28,2,0.01,0,142,0,1,701,4653,667,0
1,0.6,1,0.03,1,7,0,0,20,18,314,1
1,0.07,1,0.07,1,23,0,0,638,5910,286,0
1,0.22,2,0.06,0,70,1,1,804,7587,665,0
1,0.22,4,0.0,0,55,1,0,370,4662,418,0
1,0.15,1,0.08,0,31,1,0,228,6837,302,0
0,0.56,0,0.1,1,12,0,0,3,73,1326,1
1,0.26,2,0.08,0,100,1,1,65,2503,966,0
1,0.18,2,0.05,0,43,0,0,820,8435,295,0
1,0.71,1,0.43,0,5,0,1,14,49,1257,1
1,0.28,2,0.1,0,135,0,0,378,906,936,0
0,0.6,1,0.36,1,11,0,0,3,72,1529,1
1,0.11,1,0.07,0,105,0,1,550,2942,690,0
0,0.72,0,0.19,1,12,0,0,4,32,1514,1
1,0.01,2,0.08,0,76,1,0,453,3806,703,0
1,0.19,4,0.0,0,69,0,1,164,6341,806,0
1,0.28,4,0.06,0,94,1,0,622,9159,131,0
1,0.18,3,0.0,0,126,0,1,71,9294,164,0
1,0.3,1,0.09,0,73,0,1,812,4378,909,0
0,0.86,0,0.16,1,4,0,0,16,74,1382,1
1,0.66,1,0.05,1,0,0,0,14,52,1586,1
1,0.09,1,0.08,1,60,0,1,115,9756,552,0
1,0.91,1,0.26,0,19,0,1,15,15,1468,1
1,0.87,0,0.44,1,11,0,1,6,20,654,1
0,0.68,1,0.39,1,20,0,1,20,73,237,1
1,0.09,2,0.03,0,68,1,1,899,7621,836,0
1,0.83,0,0.34,1,0,0,1,16,10,172,1
0,0.67,0,0.5,1,2,0,0,13,41,452,1
0,0.67,1,0.24,1,20,0,1,17,63,646,1
0,0.67,1,0.38,1,16,0,1,18,16,845,1
1,0.63,1,0.23,1,12,0,0,18,51,1920,1
1,0.27,3,0.09,0,80,0,1,599,4084,524,0
0,0.62,0,0.44,1,20,0,1,2,45,538,1
0,0.97,0,0.11,1,10,0,0,7,10,759,1
1,0.81,0,0.28,1,1,0,0,17,23,1122,1
0,0.92,1,0.28,1,13,0,0,18,82,1236,1
0,0.79,0,0.07,1,2,0,0,10,81,1622,1
1,0.13,1,0.07,0,22,0,0,797,7779,523,0
1,0.07,1,0.02,0,27,1,1,208,6873,326,0
1,0.16,1,0.03,0,61,1,1,789,2736,323,0
1,0.08,4,0.07,0,36,0,1,960,611,467,0
1,0.51,1,0.06,1,4,0,0,18,60,596,1
1,0.01,2,0.07,0,114,0,1,767,1082,148,0
1,0.71,0,0.47,1,5,1,0,0,95,1728,1
1,0.74,1,0.47,1,18,1,1,0,91,1690,1
1,0.09,4,0.07,1,136,0,1,236,3094,996,0
0,0.68,1,0.11,0,11,1,0,1,49,1470,1
0,0.87,0,0.24,0,11,0,0,17,58,623,1
1,0.04,3,0.1,0,88,1,0,702,377,843,0
1,0.22,4,0.06,1,84,1,0,580,271,835,0
0,0.64,1,0.2,1,9,0,0,4,13,1181,1
1,0.19,2,0.06,0,25,0,0,50,787,779,0
1,0.1,2,0.01,0,83,1,1,228,6500,708,0
0,0.83,1,0.23,1,8,0,0,4,53,1482,1
1,0.68,0,0.39,1,2,0,1,17,16,141,1
1,0.16,2,0.0,0,129,0,1,411,9460,345,0
1,0.1,4,0.07,1,103,1,0,283,9868,761,0
1,0.18,3,0.01,0,49,0,0,488,1234,981,0
0,0.68,0,0.25,1,10,0,1,0,95,1984,1
0,0.72,0,0.03,1,16,0,0,17,89,847,1
1,0.64,0,0.11,1,6,0,1,3,81,1606,1
1,0.1,4,0.09,0,42,0,1,112,7865,218,0
1,0.84,0,0.37,1,13,0,1,18,71,1287,1
0,0.98,0,0.22,1,6,0,1,12,25,956,1
0,0.65,1,0.08,1,0,0,1,19,71,1680,1
0,0.83,0,0.07,1,6,0,0,7,99,1607,1
1,0.3,3,0.1,0,40,0,0,302,9155,183,0
0,1.0,0,0.36,1,15,1,0,18,27,871,1
1,0.26,2,0.02,0,137,1,1,655,3716,712,0
0,0.8,1,0.02,0,13,0,0,7,67,1029,1
0,0.61,1,0.35,1,4,0,0,11,41,463,1
1,0.72,1,0.07,0,4,1,1,4,43,1152,1
1,0.94,0,0.36,0,15,0,1,7,79,1097,1
1,0.02,1,0.06,0,88,0,0,811,298,459,0
1,0.03,3,0.09,0,76,1,1,408,2393,241,0
1,0.29,3,0.04,0,137,0,1,355,6400,323,0
1,0.08,3,0.05,0,149,1,0,631,5114,526,0
1,0.29,4,0.1,0,133,0,1,520,975,645,0
0,0.87,0,0.44,1,5,0,0,11,46,493,1
0,0.82,0,0.13,0,1,0,0,7,83,144,1
0,0.71,0,0.28,0,1,0,0,13,16,1309,1
1,0.24,4,0.07,0,113,0,0,942,2881,609,0
1,0.28,1,0.01,0,80,0,0,489,9192,211,0
0,0.66,1,0.43,1,17,0,1,1,84,306,1
1,0.88,0,0.44,0,7,0,0,2,40,752,1
1,0.27,4,0.05,0,115,1,0,449,9388,396,0
1,0.08,2,0.01,0,129,0,1,264,7684,651,0
1,0.24,3,0.03,0,135,1,1,610,8465,800,0
1,0.13,1,0.01,0,92,0,0,122,7487,890,0
1,0.18,1,0.08,0,100,0,1,821,6398,432,0
1,0.21,3,0.08,0,21,0,1,982,1958,249,0
1,0.03,3,0.05,0,128,1,1,143,1509,101,0
1,0.3,2,0.09,0,149,0,0,59,2481,531,0
1,0.05,4,0.03,0,127,0,1,662,3244,464,0
0,0.6,1,0.32,0,1,0,1,11,84,1604,1
1,0.15,4,0.04,0,105,1,1,59,9377,273,0
0,1.0,1,0.21,1,1,0,1,14,71,1924,1
1,0.25,4,0.01,1,88,0,0,760,7666,993,0
1,0.26,3,0.02,0,49,1,1,72,3353,145,0
1,0.2,3,0.07,0,118,0,1,381,3172,488,0
1,0.28,3,0.06,0,83,1,0,169,5864,798,0
0,0.82,1,0.05,1,0,0,0,8,99,1330,1
0,0.79,1,0.37,1,0,1,0,10,99,1882,1
1,0.2,1,0.02,0,99,1,1,584,8369,540,0
1,0.66,0,0.39,0,15,1,1,4,70,281,1
1,0.03,4,0.05,0,69,0,0,147,4359,993,0
1,0.81,0,0.0,0,6,0,1,13,31,454,1
1,0.63,0,0.15,1,3,1,1,19,22,573,1
0,0.52,0,0.4,1,5,1,1,1,84,333,1
0,0.5,1,0.02,1,20,0,1,14,22,329,1
1,0.21,2,0.04,0,31,0,1,950,9769,614,0
0,0.98,1,0.14,1,13,1,0,4,65,562,1
0,0.55,0,0.22,1,2,0,0,19,59,1393,1
0,0.87,0,0.38,1,9,0,0,5,78,1025,1
1,0.72,0,0.5,0,11,0,1,4,41,339,1
1,0.29,1,0.02,0,25,1,1,599,8225,131,0
1,0.1,3,0.07,0,114,1,1,992,3426,616,0
0,0.78,1,0.19,0,14,0,1,8,74,1877,1
0,0.97,0,0.38,1,2,0,0,1,98,1081,1
1,0.16,2,0.07,0,126,0,1,267,3462,947,0
1,0.05,2,0.04,0,111,0,0,915,4299,390,0
0,0.99,0,0.47,0,8,0,0,10,10,911,1
1,0.06,2,0.03,0,25,0,1,431,9547,123,0
0,0.83,0,0.24,1,13,1,0,8,45,1711,1
0,0.8,1,0.29,1,19,0,0,2,39,623,1
1,0.06,1,0.08,0,39,0,0,574,2245,719,0
0,0.78,0,0.32,1,0,0,0,13,27,1144,1
1,0.11,4,0.07,0,145,1,0,945,6251,669,0
1,0.14,2,0.1,0,88,0,1,99,5272,660,0
1,0.16,1,0.02,0,61,0,0,494,3662,164,0
1,0.16,4,0.01,0,124,1,0,299,5313,579,0
1,0.87,1,0.49,1,20,0,0,4,64,505,1
1,0.87,1,0.24,1,10,0,0,15,93,1798,1
1,0.07,2,0.06,0,49,0,1,56,364,102,0
1,0.7,1,0.41,1,3,0,0,8,43,1245,1
1,0.04,4,0.01,0,117,0,1,919,9278,131,0
0,0.62,0,0.48,1,10,0,1,5,98,1029,1
0,0.72,1,0.31,1,15,0,0,5,21,1770,1
0,0.65,1,0.37,1,13,0,0,10,54,1151,1
1,0.13,3,0.08,0,143,0,1,53,5953,936,0
0,0.69,0,0.27,0,12,0,0,1,85,449,1
0,0.96,0,0.24,0,10,0,1,7,40,984,1
1,0.05,3,0.04,0,148,1,1,881,353,460,0
1,0.75,1,0.12,0,12,0,1,12,94,1970,1
0,0.98,1,0.02,1,1,0,0,15,71,1185,1
1,0.05,3,0.01,0,99,1,1,392,8143,876,0
0,0.78,0,0.1,1,12,0,1,2,84,492,1
1,0.07,4,0.1,0,140,0,1,273,3425,224,0
1,0.25,4,0.02,0,127,0,1,65,7594,748,0
1,0.19,2,0.07,0,36,0,1,689,6398,668,0
1,0.72,1,0.45,0,10,0,1,5,86,319,1
1,0.14,4,0.08,0,28,0,1,603,852,476,0
1,0.12,4,0.05,0,57,0,1,501,2547,528,0
1,0.1,1,0.09,1,132,1,1,933,3562,785,0
0,0.52,0,0.46,1,14,0,0,16,19,815,1
0,0.65,1,0.38,1,0,0,0,17,21,620,1
1,0.15,3,0.02,0,32,1,1,796,2516,833,0
1,0.1,3,0.03,0,22,0,1,703,7989,615,0
0,0.63,1,0.24,1,7,0,1,0,92,1912,1
0,0.92,1,0.29,1,17,0,0,13,55,1223,1
1,0.11,1,0.02,0,51,0,0,935,4091,339,0
1,0.21,3,0.05,0,147,1,1,364,2312,997,0
0,0.62,0,0.38,1,16,1,0,6,38,880,1
1,0.01,3,0.0,0,94,1,1,963,8443,154,0
0,0.57,0,0.26,0,19,0,0,9,69,1076,1
1,0.13,2,0.09,0,61,0,1,449,6790,834,0
1,0.29,4,0.08,0,28,0,1,183,5157,741,0
1,0.1,2,0.09,0,50,0,1,604,269,233,0
1,0.17,1,0.07,0,21,0,1,456,2420,563,0
0,0.89,1,0.36,0,2,0,0,11,90,128,1
1,0.11,4,0.08,1,61,1,1,902,4342,685,0
1,0.18,4,0.03,0,96,0,1,264,1732,181,0
1,0.65,1,0.25,1,1,0,0,17,32,861,1
1,0.24,1,0.08,0,58,0,0,711,9119,408,0
1,0.24,2,0.07,0,130,1,1,863,1012,143,0
1,0.24,1,0.03,0,116,0,0,343,9804,977,0
1,0.18,3,0.02,0,103,1,1,702,7769,423,0
0,0.98,1,0.25,1,1,0,0,4,91,468,1
1,0.81,0,0.33,1,15,0,1,4,80,445,1
1,0.19,4,0.03,0,150,0,1,898,7472,884,0
1,0.28,2,0.02,0,59,0,1,346,6091,622,0
1,0.03,4,0.06,0,72,0,1,224,3944,475,0
1,0.06,2,0.01,0,126,0,1,685,1620,857,0
1,0.22,1,0.07,0,30,0,1,458,6230,785,0
0,0.77,0,0.34,1,11,0,1,10,67,422,1
0,0.77,1,0.04,1,7,0,1,5,23,208,1
1,0.56,0,0.31,1,16,0,0,17,83,595,1
1,0.2,1,0.01,0,27,0,1,495,2717,933,0
0,0.81,0,0.48,0,13,0,1,15,75,1227,1
0,0.85,0,0.2,1,1,0,1,3,88,885,1
1,0.02,3,0.06,0,40,0,0,952,1338,222,0
0,0.82,0,0.24,1,2,0,0,15,85,1985,1
1,0.1,2,0.0,0,106,1,1,739,5170,853,0
0,0.95,1,0.21,1,0,0,0,0,72,518,1
1,0.25,1,0.03,0,87,0,0,255,1040,468,0
0,0.57,1,0.05,0,9,0,0,20,74,1349,1
0,0.66,0,0.24,1,15,0,1,1,75,334,1
1,0.25,3,0.1,0,51,1,1,911,7847,604,0
1,0.93,1,0.3,1,13,0,0,19,15,1787,1
1,0.11,2,0.04,0,94,1,1,412,5208,146,0
1,0.09,2,0.01,0,53,0,1,675,6535,408,0
0,0.96,1,0.48,1,15,1,1,13,46,1117,1
0,0.88,0,0.22,0,20,0,0,2,87,1333,1
1,0.65,0,0.12,0,17,0,0,11,43,967,1
0,0.93,0,0.11,1,3,0,1,3,27,657,1
1,0.14,1,0.05,0,20,1,1,974,1053,514,0
1,0.13,2,0.03,0,96,0,1,216,8839,342,0
0,0.81,0,0.04,1,5,0,1,2,83,713,1
1,0.25,4,0.08,0,124,0,0,922,3444,497,0
0,0.89,1,0.3,0,10,0,0,17,45,669,1
0,0.65,0,0.45,1,6,0,1,0,62,377,1
1,0.12,1,0.06,0,40,0,0,145,811,231,0
1,0.3,2,0.02,0,78,0,1,759,7531,112,0
1,0.75,1,0.14,1,9,0,0,4,19,242,1
1,0.23,3,0.07,0,141,0,1,206,2625,795,0
0,0.76,0,0.24,1,12,1,0,4,83,662,1
1,0.17,3,0.03,0,66,1,1,385,2240,478,0
1,0.16,4,0.02,0,144,0,1,464,6912,931,0
1,0.79,1,0.08,1,10,0,0,15,83,1599,1
1,0.82,0,0.1,1,9,0,1,18,54,1567,1
0,0.61,0,0.13,1,14,0,0,20,82,1908,1
1,0.67,1,0.22,0,10,1,0,19,86,558,1
1,0.04,3,0.1,0,92,1,1,110,5989,140,0
1,0.57,1,0.36,1,2,0,1,17,55,1871,1
1,0.03,3,0.0,0,123,1,1,800,4600,961,0
1,0.09,1,0.05,0,91,0,0,58,7073,875,0
1,0.16,4,0.06,0,136,1,1,516,1676,644,0
1,0.01,4,0.07,0,111,1,1,713,6037,766,0
1,0.21,1,0.07,0,146,0,0,218,1604,854,0
0,0.76,0,0.28,1,1,0,0,10,67,1968,1
1,0.69,1,0.49,1,8,1,1,2,58,1815,1
1,0.22,3,0.03,0,29,0,1,260,4894,270,0
0,0.52,1,0.21,1,5,0,0,13,36,1661,1
1,0.05,4,0.01,0,84,0,1,763,4147,539,0
1,0.29,4,0.07,0,114,1,0,958,6718,697,0
0,0.68,1,0.03,1,6,0,0,4,74,609,1
0,0.74,1,0.11,1,0,0,1,17,92,1925,1
1,0.04,2,0.07,0,70,1,1,684,3081,306,0
1,0.13,3,0.07,0,142,0,1,923,8788,626,0
0,0.83,0,0.01,0,10,0,0,7,72,501,1
0,0.78,1,0.18,1,6,1,0,4,40,723,1
0,0.79,1,0.09,1,12,0,0,14,69,227,1
0,0.9,0,0.37,1,12,1,1,16,52,1828,1
1,0.28,3,0.02,0,92,1,0,964,6619,577,0
1,0.94,0,0.36,1,9,0,0,18,41,1636,1
1,0.3,4,0.04,1,100,0,1,87,911,739,0
1,0.02,4,0.02,0,117,0,1,219,4441,982,0
1,0.01,1,0.0,0,126,0,0,951,5760,847,0
1,0.05,3,0.04,0,90,0,1,759,2476,151,0
0,0.89,0,0.48,1,14,0,0,1,15,905,1
1,0.18,1,0.02,0,26,0,1,593,2050,335,0
1,0.01,3,0.03,0,52,1,1,716,3225,233,0
1,0.08,1,0.05,0,137,0,0,549,1710,318,0
1,0.09,1,0.06,0,87,1,0,911,7173,317,0
1,0.84,1,0.18,1,2,0,1,16,94,1768,1
1,0.16,2,0.01,0,75,0,1,62,9925,310,0
1,0.75,0,0.05,0,4,0,0,6,90,965,1
1,0.13,3,0.1,0,68,0,0,374,8653,737,0
1,0.04,3,0.06,0,71,1,0,525,8994,161,0
1,0.29,2,0.03,0,97,0,0,256,3655,881,0
0,0.86,1,0.06,1,3,1,0,12,10,558,1
1,0.18,4,0.05,0,32,1,1,794,7463,702,0
1,0.27,3,0.03,0,62,1,1,297,3263,250,0
0,0.57,1,0.38,1,15,0,0,19,69,925,1
0,0.91,0,0.24,0,15,0,1,3,98,233,1
1,0.04,1,0.07,0,134,1,1,694,4389,557,0
1,0.93,1,0.21,1,15,0,0,8,72,789,1
1,0.19,4,0.05,0,36,1,1,422,993,444,0
1,0.21,2,0.01,0,36,1,1,844,1360,790,0
1,0.18,4,0.1,0,104,1,0,471,7703,235,0
1,0.2,3,0.05,0,70,0,0,472,5058,690,0
1,0.05,1,0.02,0,57,1,1,822,6072,853,0
0,0.81,0,0.14,1,11,1,0,20,28,845,1
0,0.83,1,0.41,1,18,0,0,20,10,308,1
0,0.63,0,0.11,1,16,1,0,11,67,651,1
0,0.55,1,0.27,1,7,0,0,3,90,650,1
1,0.13,3,0.04,0,109,1,1,412,1639,942,0
0,0.57,1,0.18,0,5,0,0,1,12,683,1
1,0.1,1,0.07,0,136,0,1,980,3290,661,0
0,0.82,0,0.38,0,12,0,1,17,92,1507,1
0,0.67,0,0.07,1,16,0,0,12,65,1965,1
0,0.99,0,0.16,1,20,0,1,0,46,290,1
0,0.52,1,0.25,1,20,0,1,16,99,643,1
0,0.67,1,0.28,1,5,0,0,17,61,256,1
0,0.97,0,0.09,1,7,0,0,15,100,1299,1
0,0.79,0,0.15,1,7,0,1,0,51,1721,1
1,0.07,4,0.02,0,47,1,1,450,1911,172,0
1,0.08,3,0.06,1,129,1,1,268,731,278,0
1,0.29,2,0.1,0,113,1,1,296,2488,792,0
1,0.08,1,0.05,1,42,1,0,597,1705,507,0
1,0.11,1,0.03,0,121,0,1,78,7928,844,0
1,0.09,3,0.05,1,83,0,1,684,2357,1000,0
1,0.81,1,0.05,1,10,1,0,9,50,1440,1
1,0.02,1,0.0,0,26,1,1,55,2643,116,0
1,0.03,4,0.09,1,21,1,1,864,7286,664,0
1,0.83,0,0.46,1,20,0,1,13,60,973,1
1,0.87,1,0.04,1,15,0,0,14,59,1238,1
1,0.2,1,0.07,0,43,0,1,832,6646,789,0
1,0.19,3,0.02,1,140,1,1,396,9636,138,0
1,0.02,1,0.01,0,59,1,1,653,615,606,0
0,0.96,1,0.06,1,4,0,1,4,90,997,1
1,0.29,2,0.0,0,142,1,0,968,7553,980,0
0,0.78,1,0.38,1,9,1,1,9,40,1255,1
0,0.76,0,0.16,0,3,0,1,2,11,1427,1
1,0.17,4,0.05,0,115,0,0,156,4167,120,0
1,0.75,1,0.32,1,2,0,1,7,24,577,1
0,0.56,1,0.28,1,18,0,1,16,47,800,1
1,0.01,4,0.05,0,59,0,1,241,9955,814,0
1,0.01,4,0.05,0,29,1,1,461,8292,737,0
1,0.54,0,0.17,1,13,0,0,7,22,914,1
1,0.02,2,0.01,0,127,1,1,709,467,309,0
1,0.05,1,0.09,0,150,0,0,952,9320,331,0
0,0.78,1,0.2,1,0,0,0,1,44,900,1
1,0.51,0,0.08,1,19,0,1,3,27,1900,1
0,0.8,0,0.35,0,12,0,1,5,67,220,1
1,0.62,0,0.48,0,12,0,0,12,57,1534,1
1,0.55,0,0.09,1,17,0,0,0,26,1961,1
1,0.01,1,0.04,0,139,1,1,456,7702,264,0
1,0.03,1,0.02,0,145,0,1,990,2421,953,0
1,0.02,2,0.03,0,50,0,1,504,9248,981,0
1,0.18,2,0.09,0,116,0,1,344,7273,375,0
1,0.24,2,0.07,1,145,1,1,831,6358,818,0
1,0.59,0,0.32,1,8,0,0,8,90,1040,1
1,0.05,2,0.01,0,30,0,0,758,8549,319,0
0,0.73,1,0.37,1,16,0,0,7,42,1051,1
